gauge_id,umap_40d_dim_1,umap_40d_dim_2,umap_40d_dim_3,umap_40d_dim_4,umap_40d_dim_5,umap_40d_dim_6,umap_40d_dim_7,umap_40d_dim_8,umap_40d_dim_9,umap_40d_dim_10,umap_40d_dim_11,umap_40d_dim_12,umap_40d_dim_13,umap_40d_dim_14,umap_40d_dim_15,umap_40d_dim_16,umap_40d_dim_17,umap_40d_dim_18,umap_40d_dim_19,umap_40d_dim_20,umap_40d_dim_21,umap_40d_dim_22,umap_40d_dim_23,umap_40d_dim_24,umap_40d_dim_25,umap_40d_dim_26,umap_40d_dim_27,umap_40d_dim_28,umap_40d_dim_29,umap_40d_dim_30,umap_40d_dim_31,umap_40d_dim_32,umap_40d_dim_33,umap_40d_dim_34,umap_40d_dim_35,umap_40d_dim_36,umap_40d_dim_37,umap_40d_dim_38,umap_40d_dim_39,umap_40d_dim_40
6007,-3.6016781,4.96976,5.9894924,4.684501,0.89762044,8.199355,8.17499,2.7810571,1.9804288,6.62472,2.1155994,3.9058838,6.4359837,7.045572,7.4664392,1.5191175,2.9962754,2.9370327,8.20083,4.9409604,9.020467,8.580354,7.562121,4.714506,4.911432,4.462186,2.3571851,6.070168,4.953118,1.258187,2.7007468,6.6851068,4.9998426,4.4230623,6.8119383,3.3546474,8.604255,6.744612,4.653426,8.897216
6008,-3.6194754,4.911931,5.978542,4.6740675,0.9458173,8.195611,8.161959,2.7650883,1.9522943,6.6597395,2.1289456,3.9792793,6.439536,7.0841656,7.410795,1.595348,2.9320602,2.933065,8.227106,4.8991756,9.067161,8.594167,7.4675746,4.7116637,4.882941,4.438147,2.3688445,6.0762553,4.95308,1.3072501,2.6543427,6.715643,4.9293547,4.391046,6.804589,3.37301,8.654293,6.823906,4.6666584,8.906338
7001,-3.5913105,5.014546,6.263319,4.2640123,1.2084861,8.3017645,8.45601,2.7747805,1.8985461,7.0090556,2.4284139,4.2365184,5.999282,7.0989203,7.264087,1.5441031,2.558406,3.0620143,8.592577,4.3955183,9.467558,8.44177,7.28363,4.962585,4.754178,4.8044596,2.123135,6.143712,4.741969,1.1811206,2.9137917,6.480704,5.1211467,4.280936,6.8960776,3.397231,8.923432,7.029187,4.503635,9.075938
7002,-3.5848284,4.9046264,6.0728583,4.666762,0.9851143,8.116873,8.218049,2.6875544,2.009759,6.6863585,2.1557798,3.8623095,6.336,7.0713935,7.448083,1.5439628,2.9987645,2.9224126,8.150717,4.911255,9.140937,8.556661,7.4931655,4.7824645,4.896535,4.496577,2.3427966,6.1109037,4.8797646,1.3100489,2.7962801,6.6706033,4.987746,4.43243,6.767481,3.2736049,8.652686,6.8527093,4.598247,8.872541
7005,-3.5746622,4.9205685,6.1199126,4.6555448,1.0111182,8.052501,8.230251,2.6543534,2.0007126,6.6715946,2.166067,3.8473103,6.2925954,7.056945,7.4725113,1.5020161,3.0501783,2.9038987,8.129674,4.8904448,9.171935,8.534119,7.50921,4.807465,4.928714,4.5288887,2.3324847,6.1194577,4.8615828,1.3234092,2.866464,6.6604156,5.019342,4.466037,6.7470026,3.2160165,8.622681,6.866222,4.563944,8.857416
7007,-3.5921497,4.9640822,6.0228024,4.6280437,0.9249894,8.248912,8.24067,2.7840936,2.0112855,6.7071786,2.1683173,3.908825,6.3517256,7.0510693,7.452257,1.5137258,2.9435148,2.9763947,8.248404,4.890638,9.092418,8.55875,7.5464363,4.758012,4.859024,4.521301,2.3217833,6.0827575,4.904478,1.2204236,2.7478898,6.628221,5.030147,4.397091,6.8149004,3.3580647,8.651909,6.76586,4.6201935,8.923065
7008,-3.5725675,4.9166794,6.049196,4.69744,0.93535215,8.135723,8.237126,2.70163,2.0583034,6.663147,2.139707,3.7910266,6.347992,7.0538096,7.484797,1.511079,3.0572593,2.940915,8.12549,4.9627943,9.102461,8.565233,7.5645204,4.7724743,4.8897305,4.4853787,2.3469348,6.1050525,4.8826327,1.2635508,2.811392,6.6424356,5.0181684,4.4397535,6.7654867,3.2763863,8.619839,6.7927966,4.598039,8.861828
7009,-3.5698256,4.626358,6.0191007,4.738149,0.8907771,8.459117,8.371026,2.5915563,2.368698,7.007089,2.1639473,3.6283958,6.3928366,7.2536116,7.1701,1.902542,2.551425,3.0434718,8.0402975,5.2297196,9.1094885,8.694353,7.2699184,4.8544574,4.567979,4.234863,2.3401687,6.2553782,4.6932573,1.2445314,2.5752854,6.6513844,4.79896,4.1478405,6.8699975,3.5781212,9.177653,6.9531693,4.7716775,8.861026
7011,-3.5817811,4.9214873,6.074769,4.699428,0.9844693,8.027276,8.173691,2.6656682,1.9705263,6.601433,2.1198776,3.847194,6.356371,7.050066,7.5055876,1.48458,3.1161923,2.873956,8.109656,4.9135814,9.110803,8.554433,7.5340405,4.7618966,4.9678955,4.4923744,2.364708,6.104323,4.9115405,1.347449,2.8187063,6.704663,4.997128,4.4997163,6.741405,3.204141,8.558234,6.8357406,4.5796633,8.835031
7015,-3.579348,5.027691,5.9969854,4.661684,0.85537213,8.237722,8.216545,2.815043,2.0138962,6.6272583,2.125537,3.868078,6.4058056,7.0177913,7.5086584,1.4332217,3.0245256,2.963321,8.235288,4.942758,8.993972,8.5593815,7.6464634,4.7260194,4.909863,4.4986043,2.325789,6.061512,4.9429436,1.1754026,2.7400415,6.6282053,5.079253,4.4414515,6.8303733,3.3555024,8.577275,6.671614,4.628713,8.908635
8001,-3.5997698,4.9348893,6.0561957,4.478858,1.0742007,8.356073,8.2950735,2.8309066,1.954823,6.8843265,2.296223,4.1655407,6.255833,7.1392307,7.2788672,1.6317554,2.620588,3.010177,8.471533,4.7034774,9.254316,8.5056715,7.320924,4.802552,4.742962,4.5542083,2.2578964,6.0717397,4.868745,1.2149732,2.6549082,6.5831065,4.9810867,4.310508,6.8720584,3.450532,8.854881,6.9493117,4.5991964,9.033936
8003,-3.610955,4.9114113,6.023854,4.4554715,1.0108467,8.4889765,8.373239,2.8622222,2.026479,6.9790983,2.315763,4.115555,6.232061,7.136723,7.2636466,1.6447185,2.5528464,3.1035035,8.49094,4.727959,9.257558,8.544653,7.3443093,4.815207,4.6499095,4.5737057,2.2405944,6.091249,4.8245697,1.1395844,2.6731544,6.531845,4.9967246,4.22518,6.8886437,3.5343728,8.925905,6.9023194,4.6285686,9.057341
8005,-3.6622617,4.9461837,6.0487504,4.3588643,1.1072723,8.407092,8.347746,2.8633332,1.8834871,6.9405065,2.3579245,4.235272,6.188149,7.1027055,7.2720323,1.6096451,2.5783312,3.0668855,8.559565,4.621398,9.311948,8.523485,7.299332,4.810204,4.697766,4.6137695,2.2466178,6.0775304,4.8651347,1.2144701,2.6804836,6.5732703,4.997014,4.237944,6.895115,3.51576,8.848926,6.9671574,4.6082873,9.086065
8006,-3.609356,4.7665167,6.018944,4.5859466,0.9934791,8.443227,8.335504,2.7315502,2.138567,6.975705,2.2467213,3.9319875,6.319829,7.1884904,7.21878,1.7757214,2.5748403,3.0613887,8.288694,4.9145746,9.2176285,8.611582,7.2827783,4.819276,4.6265383,4.4316807,2.303711,6.159451,4.785828,1.2311093,2.6104543,6.619618,4.877331,4.1927624,6.8615413,3.5321462,9.016865,6.954457,4.693246,8.972141
8009,-3.6257038,4.927827,5.9810224,4.4782314,1.0072118,8.456312,8.314743,2.8923516,1.9629428,6.90795,2.2894955,4.183143,6.2833557,7.127989,7.2893357,1.6288027,2.6111195,3.0823727,8.5100765,4.691759,9.231319,8.546972,7.367846,4.7666793,4.6900506,4.567008,2.2674122,6.055001,4.8855944,1.1564697,2.6333654,6.567521,4.9774737,4.255737,6.8732905,3.5178447,8.84642,6.8789363,4.6322975,9.058103
8011,-3.6517146,4.8349767,5.9675903,4.513785,1.0394934,8.441081,8.287399,2.8378656,1.97038,6.9206557,2.276513,4.162344,6.326641,7.160291,7.2411976,1.7207,2.5877488,3.0603251,8.451337,4.7431645,9.2407055,8.581492,7.289468,4.762532,4.659017,4.4896517,2.307784,6.084611,4.879988,1.2301993,2.5645058,6.63028,4.8866982,4.213794,6.864915,3.5384972,8.89965,6.945748,4.6699605,9.037341
8013,-3.591637,4.829459,6.04664,4.6546874,0.99182135,8.228727,8.232623,2.6815264,2.0585785,6.798401,2.1671803,3.8966377,6.374953,7.1533794,7.313286,1.6970208,2.7800307,2.9511108,8.183519,4.9431634,9.148558,8.5982685,7.349559,4.7866855,4.800352,4.416855,2.3315306,6.1423244,4.850611,1.3079407,2.6544833,6.692766,4.8907914,4.331871,6.819619,3.4001033,8.840595,6.9298644,4.669555,8.89936
8016,-3.581609,4.8420653,6.0796857,4.6613293,1.0351396,8.124714,8.177042,2.6439927,2.0009043,6.7548833,2.1449237,3.9281948,6.3862634,7.170801,7.3104506,1.7022742,2.792275,2.890042,8.157828,4.9156294,9.152025,8.587676,7.3076496,4.784634,4.8724995,4.4124503,2.329837,6.1442127,4.8687267,1.3656598,2.6456287,6.743681,4.864811,4.386425,6.811621,3.3465526,8.816343,6.979402,4.660003,8.875516
8020,-3.6782818,4.891057,5.973994,4.4449286,1.0879478,8.398944,8.271192,2.8727148,1.8664916,6.8873343,2.3069375,4.280793,6.3052125,7.136829,7.2508354,1.6767997,2.5918274,3.0394547,8.534298,4.6577435,9.262395,8.5542965,7.273916,4.748274,4.6961036,4.5202603,2.2993767,6.057177,4.921882,1.2443635,2.5521636,6.6407266,4.905953,4.232779,6.8780723,3.5338235,8.835206,6.96759,4.6497555,9.070407
8021,-3.6335108,4.969423,6.0730186,4.388099,1.0878723,8.379525,8.341631,2.854771,1.8961419,6.917653,2.3352094,4.2260303,6.2020984,7.1060495,7.282845,1.5910646,2.6060052,3.0614316,8.552026,4.5917196,9.297886,8.514665,7.3305144,4.817889,4.7337513,4.633863,2.228837,6.079552,4.85965,1.1959832,2.705304,6.5645804,5.018933,4.265058,6.8944597,3.4879954,8.8484535,6.937059,4.5985413,9.069186
8023,-3.5891602,5.038324,5.9223223,4.790212,0.7548813,8.183365,8.087273,2.8132393,1.9946612,6.480499,2.0025373,3.7954109,6.5919,7.002918,7.54825,1.411535,3.1116114,2.8912585,8.126737,5.110265,8.795704,8.608814,7.7100453,4.634217,5.001975,4.3529067,2.3999615,6.0474005,5.0253396,1.2187742,2.610348,6.73974,5.040272,4.48919,6.8613887,3.3743575,8.508127,6.584482,4.7071953,8.850477
8028,-3.6859777,4.837916,5.900846,4.538504,1.0263798,8.408666,8.21675,2.8744812,1.8962873,6.8361897,2.2400901,4.239646,6.4009633,7.1475654,7.2701836,1.7103604,2.655324,3.0354,8.473172,4.71847,9.190557,8.605039,7.3097444,4.6990147,4.6949263,4.453768,2.3511705,6.0526104,4.956077,1.2619506,2.4959233,6.691128,4.8473816,4.2301025,6.8565955,3.5452402,8.809682,6.921019,4.6952114,9.034694
8029,-3.662823,4.9130406,6.1232314,4.344556,1.1775358,8.313724,8.339824,2.7706318,1.8707271,6.9470134,2.3628228,4.2167764,6.162323,7.1200476,7.237522,1.6510829,2.5769854,3.029179,8.515018,4.5887423,9.362899,8.5240345,7.2281075,4.8517423,4.730385,4.6182046,2.241413,6.1242204,4.8295517,1.2930013,2.706107,6.6169715,4.965017,4.2366467,6.8919697,3.4801643,8.897722,7.049441,4.606835,9.05741
8030,-3.581382,4.878819,6.024303,4.7205257,0.96862,8.070307,8.111522,2.6528509,1.9743319,6.6418505,2.0728457,3.9430993,6.5062647,7.177763,7.3174224,1.7005302,2.847223,2.8466558,8.132685,4.980212,9.036493,8.624925,7.333775,4.717829,4.9396195,4.3162994,2.35096,6.1278505,4.9430614,1.3660802,2.5443075,6.800451,4.834155,4.4167957,6.833289,3.3786995,8.753616,6.9294214,4.714622,8.8492775
8031,-3.57593,4.847889,6.038241,4.75281,0.985602,8.029353,8.084812,2.6185424,1.979522,6.6349173,2.0555239,3.9085994,6.5103793,7.1843414,7.3290377,1.709868,2.8752403,2.8229065,8.081611,4.992319,9.04231,8.625182,7.322196,4.7245073,4.95658,4.3143353,2.3681772,6.1382456,4.932984,1.4109215,2.5630808,6.82709,4.813342,4.438147,6.8100195,3.3345606,8.752363,6.9526424,4.705913,8.822887
8034,-3.6296155,4.7833424,5.9878654,4.5723257,1.0048921,8.437909,8.303454,2.7695994,2.0727868,6.9435425,2.2460718,4.0215015,6.3442297,7.180863,7.2260437,1.7646271,2.5891075,3.058022,8.343776,4.855238,9.214603,8.611142,7.2844048,4.7874413,4.6424446,4.439997,2.3143818,6.130955,4.8306274,1.2408139,2.5759706,6.639143,4.8650346,4.198221,6.86114,3.5391033,8.968858,6.948466,4.6958723,8.991457
8035,-3.6386032,4.8394403,5.956426,4.5771904,1.0036359,8.380949,8.239664,2.8136191,1.9793143,6.852559,2.219552,4.129662,6.3909345,7.164659,7.2622347,1.7225168,2.652221,3.0243733,8.393874,4.790723,9.179002,8.602275,7.314581,4.7386518,4.7139487,4.4467554,2.3257015,6.08708,4.903769,1.2535111,2.5445876,6.671314,4.86591,4.251706,6.8549995,3.5149558,8.863574,6.920247,4.6912875,8.996366
8036,-3.6138902,4.956483,6.0665197,4.467771,1.0436606,8.329748,8.314027,2.8143728,1.952018,6.8658285,2.2852228,4.1041594,6.234987,7.0967402,7.331225,1.578513,2.7058907,3.0364444,8.434181,4.6888766,9.255763,8.526197,7.3842406,4.807115,4.7682457,4.609596,2.2551157,6.0866027,4.860169,1.1977464,2.7333603,6.5812154,5.01786,4.308565,6.8535686,3.4297557,8.800957,6.89958,4.5994983,9.018872
8038,-3.567048,4.538836,5.9839563,4.826561,0.83324647,8.483017,8.364889,2.5356352,2.4648626,7.0163846,2.1137054,3.5013037,6.4638267,7.286232,7.14241,1.9706285,2.5394604,3.0379553,7.927737,5.383756,9.038426,8.753079,7.2563705,4.8459334,4.52693,4.113039,2.3783295,6.295659,4.67047,1.2672651,2.5160275,6.691287,4.735667,4.109961,6.8798356,3.6221912,9.250605,6.9494395,4.830825,8.812382
9001,-3.429206,4.57933,5.838367,5.4720416,0.90099144,7.159381,7.3613954,2.2262297,1.934502,5.9202576,1.3860672,3.485667,7.1796737,7.411847,7.594225,1.5911142,3.7097733,2.1779997,7.288931,5.4801645,8.429387,8.863695,7.3552394,4.4527855,5.5411487,3.7687678,2.6659045,6.2638493,5.261098,1.9775504,2.3169835,7.5003405,4.3914337,5.053195,6.645459,2.8197584,8.333925,7.017092,4.764243,8.236209
9002,-3.4185998,4.494704,5.762892,5.594424,0.9048299,7.0274153,7.177351,2.1729188,1.8305696,5.7900853,1.2539606,3.4588413,7.308279,7.4393764,7.663302,1.4584517,3.8834145,2.0343692,7.1954503,5.45614,8.306235,8.911315,7.371249,4.3643723,5.640784,3.6744733,2.7572725,6.279581,5.355959,2.1139858,2.2412803,7.6717143,4.313411,5.1892004,6.619775,2.7086189,8.231727,7.023921,4.762628,8.125741
9005,-3.3763206,4.4664106,5.8864822,5.749422,0.79751265,6.8725677,7.1467648,2.0073106,1.9560386,5.7050176,1.1770538,3.2707815,7.410017,7.4274654,7.642875,1.6166911,3.8800771,1.9893333,6.9673696,5.626503,8.289078,8.909336,7.36055,4.4035215,5.730098,3.5447187,2.7646635,6.3094273,5.2966685,2.1814404,2.2031782,7.734705,4.268851,5.182767,6.5634184,2.6865542,8.293863,7.008195,4.831218,8.054218
9008,-3.3705122,4.471356,5.873285,5.7028627,0.82202655,6.9135065,7.16897,2.0360527,1.9582924,5.7388535,1.1977932,3.3067293,7.383095,7.4429665,7.6309624,1.5999019,3.863253,1.9969852,7.027826,5.603103,8.305844,8.909702,7.3459215,4.4116445,5.7058635,3.5708141,2.7431135,6.3133254,5.2985516,2.1506884,2.2157412,7.712467,4.2724395,5.1865926,6.566333,2.689994,8.302076,7.025704,4.811722,8.06576
9009,-3.417693,4.530237,5.758562,5.510713,0.96138966,7.055992,7.211131,2.2243056,1.8004795,5.82368,1.3004371,3.5496967,7.2415695,7.449173,7.6567664,1.4457694,3.8677633,2.0522134,7.2932487,5.3642583,8.360091,8.894585,7.352391,4.380963,5.6257467,3.7552776,2.72166,6.2653584,5.3639483,2.079182,2.2849238,7.625379,4.333125,5.202493,6.622295,2.697883,8.216875,7.05537,4.724605,8.15972
9011,-3.3805013,4.4213324,5.834288,5.778485,0.7624308,6.9413605,7.162729,2.0176644,2.0149455,5.745834,1.1610173,3.218775,7.4428024,7.4552293,7.6233788,1.619773,3.8598244,2.0114772,6.9377236,5.731061,8.234943,8.9479065,7.3673477,4.389608,5.6613135,3.480466,2.7775412,6.3418136,5.2924914,2.1585903,2.160999,7.7327175,4.253781,5.14811,6.5858374,2.736868,8.340911,6.992334,4.857364,8.042343
9012,-3.3977494,4.4189887,5.735943,5.741872,0.8261069,6.9670696,7.129852,2.0922153,1.9230695,5.7464957,1.1624357,3.315115,7.4224906,7.4894533,7.6498113,1.5226071,3.9202807,2.000211,7.0141277,5.6356544,8.203812,8.966299,7.374703,4.34201,5.641118,3.5233967,2.7943168,6.3349147,5.35517,2.1629279,2.1645694,7.7396526,4.245718,5.1922584,6.6143937,2.7196865,8.272626,7.0095043,4.8177443,8.04726
10004,-3.6532276,4.7866507,5.8043027,5.4986577,0.3916929,7.741225,7.636696,2.485081,2.1752527,6.0125084,1.5384178,3.1566072,7.2582,7.0101805,7.664264,1.5352025,3.4676292,2.6231413,7.2509527,6.1772304,8.195572,8.803149,7.8037577,4.3907886,5.345535,3.643473,2.7808664,6.1440763,5.0821934,1.5887154,2.17189,7.222324,4.7520947,4.5451794,6.923336,3.330157,8.41819,6.4224353,5.007159,8.50186
10005,-3.6539078,4.778746,5.8529816,5.441399,0.4487554,7.7458363,7.700779,2.457092,2.1381855,6.070471,1.5869642,3.2077858,7.185585,7.0175505,7.621191,1.5506855,3.3954115,2.6513004,7.2950187,6.0821285,8.270732,8.797233,7.7313843,4.430908,5.3289733,3.6896853,2.7745607,6.1569576,5.046647,1.6171805,2.2087238,7.1822,4.744379,4.523106,6.9197426,3.3181276,8.464649,6.4939895,4.9999213,8.512448
10008,-3.7317657,4.5689583,5.6958003,5.3609657,0.5162535,8.000349,7.680588,2.5467691,2.079087,6.258156,1.6113704,3.2825937,7.1633863,6.961164,7.674076,1.4028276,3.3385782,2.681984,7.4807124,6.01483,8.240284,8.830711,7.7154536,4.385352,5.086664,3.652579,2.86213,6.139345,5.10977,1.701902,2.1700816,7.200759,4.735715,4.457805,6.9654174,3.399933,8.551239,6.5460896,4.9630284,8.561224
10010,-3.586323,4.751032,5.8910427,5.4829426,0.45690978,7.691248,7.709196,2.377386,2.2458208,6.0859256,1.5592675,3.1444619,7.1965036,7.1015363,7.558645,1.6813065,3.371505,2.613611,7.215288,6.1085153,8.303586,8.812607,7.6638694,4.4791985,5.3182974,3.65332,2.7089455,6.206299,5.0140405,1.6080018,2.2202346,7.1874638,4.6848817,4.5406985,6.8661933,3.2988641,8.537433,6.5502405,5.0019293,8.46594
10011,-3.727041,4.5741487,5.754219,5.339664,0.5255802,8.007769,7.7523284,2.5162308,2.1221476,6.3037543,1.6510082,3.276209,7.125412,6.9726653,7.6258926,1.4826595,3.2581146,2.7236717,7.4661436,6.038329,8.291849,8.818477,7.660298,4.434766,5.076321,3.6603074,2.8387575,6.1578712,5.0513864,1.6929718,2.189755,7.149887,4.7292824,4.410654,6.9685807,3.41478,8.612876,6.58403,4.9735093,8.570948
10013,-3.6758237,4.618219,5.6283884,5.36559,0.55989456,7.8995624,7.54025,2.6258879,2.0939963,6.1573753,1.550495,3.3656483,7.1988935,6.996646,7.767615,1.4221648,3.5197055,2.5655303,7.5362835,5.912748,8.247149,8.7949705,7.783529,4.374033,5.1299205,3.703226,2.7752979,6.0995235,5.227262,1.6646042,2.2190897,7.251652,4.7302437,4.5958443,6.8861628,3.337526,8.413253,6.5315657,4.865317,8.552598
10014,-3.7834344,4.5573993,5.694968,5.31326,0.5382025,8.045961,7.7036533,2.5811014,2.0181944,6.2952914,1.6553414,3.3385615,7.1318655,6.911513,7.6915174,1.3563181,3.2987542,2.7239957,7.540498,5.9886684,8.256488,8.812331,7.7076077,4.380507,5.0685077,3.6758432,2.9024394,6.118031,5.1031365,1.7306511,2.1688287,7.181936,4.7598033,4.416927,7.0015163,3.4178145,8.547605,6.5553246,4.9576497,8.599419
11001,-3.752032,4.758168,5.672728,5.2666183,0.5324364,7.9581513,7.628511,2.6706283,1.8575178,6.1259365,1.6355023,3.445915,7.0994773,6.895675,7.758851,1.1677608,3.4802427,2.65805,7.6594872,5.730525,8.252279,8.79393,7.861062,4.3054657,5.205852,3.8488076,2.8620105,6.053893,5.201093,1.616161,2.225911,7.210132,4.860797,4.574813,6.966305,3.3296194,8.319997,6.4332504,4.9120574,8.616891
11005,-3.7092981,4.7950716,5.6986356,5.2591715,0.53057575,7.93671,7.644977,2.667169,1.9109917,6.1214786,1.6346129,3.4372914,7.0880623,6.931947,7.734917,1.2226555,3.4772534,2.649932,7.649226,5.7285643,8.279124,8.782972,7.8574095,4.3390713,5.219997,3.8642612,2.8057184,6.063233,5.1933737,1.5677234,2.2560208,7.185646,4.8592987,4.59501,6.9402137,3.3244042,8.329146,6.4363027,4.900675,8.612365
11006,-3.7194405,4.802497,5.7107787,5.230597,0.53815955,7.9680023,7.6801825,2.667056,1.89508,6.152143,1.6611557,3.4529467,7.0566645,6.9233556,7.7195015,1.2142602,3.440328,2.6751857,7.680873,5.690109,8.301881,8.7829485,7.848147,4.346211,5.195107,3.8920531,2.8063877,6.063957,5.17644,1.5572749,2.264965,7.160879,4.873738,4.5735307,6.947266,3.3352072,8.348044,6.4415183,4.902836,8.627927
11007,-3.7070165,4.686559,5.66628,5.389706,0.48111147,7.9019704,7.584904,2.604391,2.0389314,6.1101947,1.5608339,3.3045077,7.209021,6.955165,7.7445297,1.3404089,3.4955637,2.615567,7.4811015,5.972695,8.195058,8.811109,7.8322387,4.336612,5.197824,3.6985686,2.8318503,6.0975056,5.1859775,1.6377903,2.1819398,7.2434583,4.777764,4.5617633,6.9391994,3.3522003,8.3918495,6.449046,4.935918,8.555347
11010,-3.7328672,4.636554,5.608138,5.355512,0.5193063,7.9584694,7.554427,2.660766,2.016019,6.1449513,1.5693381,3.3593647,7.200773,6.933947,7.787001,1.3042138,3.513693,2.612218,7.5556636,5.9416604,8.195014,8.805449,7.83507,4.321961,5.1444697,3.7055283,2.8492897,6.078263,5.2225094,1.6621336,2.1813369,7.253679,4.7781734,4.561052,6.9491234,3.3646402,8.379594,6.4681044,4.9012785,8.578149
12001,-3.458457,5.017422,5.9442773,5.0635853,0.6024414,8.02011,8.070673,2.572437,2.2574134,6.3161235,1.8081719,3.4631362,6.7835927,7.164039,7.413478,1.692741,3.1804528,2.795986,7.7154408,5.477885,8.61413,8.763836,7.681632,4.6112576,5.103146,4.1056547,2.3962007,6.162715,4.9899745,1.2232488,2.5010264,6.8142977,4.8777003,4.532402,6.83661,3.3803096,8.615387,6.5776925,4.8793216,8.657895
12004,-3.4799018,4.577578,6.0100727,4.952036,0.74354625,8.399609,8.361502,2.452848,2.582836,6.8861117,1.9966959,3.332185,6.5747786,7.358048,7.1003275,2.0571415,2.620074,2.9672332,7.7703314,5.5764318,8.92531,8.778739,7.3180904,4.8501096,4.6337266,4.0137973,2.3620045,6.3264656,4.6630282,1.2367202,2.4833107,6.7073946,4.7076263,4.19378,6.8565507,3.6077113,9.276791,6.884235,4.8666954,8.699416
12006,-3.4402628,4.987259,5.9110827,5.1966963,0.49858576,7.9985576,8.02578,2.527799,2.33803,6.2436314,1.7146454,3.3107448,6.909158,7.169195,7.43053,1.7203264,3.240222,2.766361,7.5663853,5.696715,8.482776,8.807921,7.732869,4.5757895,5.131746,3.9757028,2.4350202,6.1862154,5.000944,1.2296325,2.4328146,6.8591485,4.84473,4.5406923,6.843135,3.3946967,8.627342,6.5092597,4.93551,8.589466
12009,-3.726004,4.666115,5.6203156,5.3658686,0.49768478,7.9366713,7.561191,2.6229773,1.9384887,6.1140914,1.5565994,3.3427074,7.193883,6.9345617,7.763317,1.2180338,3.5225883,2.6052487,7.5450835,5.860114,8.173537,8.835387,7.858549,4.287659,5.1767373,3.7236767,2.8755505,6.0842605,5.226126,1.6637734,2.1708446,7.2730803,4.795684,4.585628,6.951609,3.3409145,8.364507,6.43774,4.9344053,8.559185
12012,-3.4554725,5.063546,5.8733926,5.1676545,0.49258706,8.006248,7.9971094,2.5949974,2.2535737,6.179188,1.7100986,3.3709722,6.9098544,7.128852,7.480947,1.6160399,3.3125217,2.7597756,7.634455,5.6040454,8.43918,8.802728,7.8137727,4.525255,5.1773553,4.029092,2.449315,6.1419263,5.062996,1.2069391,2.4383538,6.8624034,4.894407,4.58549,6.86253,3.3838618,8.527722,6.447975,4.9264894,8.611493
12015,-3.623383,4.782248,5.854026,5.5293403,0.39583012,7.675803,7.647224,2.424475,2.2270727,6.0074205,1.5285321,3.1200075,7.265337,7.0502477,7.626466,1.6188986,3.4466777,2.6063867,7.1838603,6.2150965,8.223023,8.802025,7.7515116,4.427914,5.373035,3.6203387,2.753601,6.1736627,5.0470037,1.6005049,2.1791275,7.2249517,4.715638,4.5486,6.8950567,3.3076124,8.454649,6.4621735,5.014748,8.4721365
12016,-3.5701044,5.049798,5.9559298,4.754509,0.77681524,8.206102,8.142469,2.8152971,2.0213387,6.519426,2.039128,3.7901978,6.5475345,7.0000105,7.539258,1.4282652,3.092278,2.9184773,8.153705,5.074428,8.842549,8.584816,7.7060146,4.673532,4.977272,4.392457,2.3624399,6.0492096,4.9922996,1.1790491,2.6480052,6.687952,5.0660334,4.4889946,6.8401566,3.358801,8.531849,6.5914927,4.682173,8.865366
12018,-3.4329627,5.058295,5.8985868,5.141006,0.50117725,8.048068,8.06427,2.5854084,2.3218877,6.241406,1.7408156,3.3620768,6.869329,7.158568,7.43412,1.6909598,3.243284,2.7937167,7.6448274,5.609669,8.488805,8.802002,7.77902,4.5693417,5.127078,4.042276,2.4049497,6.162223,5.0215993,1.1665359,2.4603217,6.8095174,4.888701,4.548805,6.8563504,3.4119816,8.59429,6.4758863,4.9264083,8.622031
12020,-3.4952693,4.485179,5.9851265,4.98582,0.7384543,8.433839,8.357524,2.4159076,2.626135,6.941163,1.9892511,3.274233,6.5919933,7.3752723,7.0807023,2.0876148,2.579034,2.9717462,7.7231355,5.635254,8.917501,8.809368,7.2744327,4.8530574,4.572181,3.9463344,2.3944008,6.3599854,4.635948,1.275226,2.449861,6.7398267,4.6615233,4.1501555,6.8592677,3.6331656,9.343302,6.917899,4.8904905,8.683023
12025,-3.4800117,4.521339,6.0041485,4.9369044,0.7557016,8.448644,8.394034,2.465111,2.6042857,6.948044,2.0108051,3.3439102,6.5594525,7.379411,7.0584874,2.086071,2.5577035,2.9915195,7.8062115,5.5639324,8.951333,8.799501,7.2906375,4.8527403,4.5668936,4.0189495,2.360615,6.3276134,4.641617,1.2340598,2.4607825,6.701148,4.695113,4.1519732,6.870462,3.6483698,9.356712,6.906445,4.883125,8.711373
12026,-3.5008419,4.5672693,6.0110507,4.9173374,0.7701748,8.430042,8.378692,2.4611917,2.570236,6.931454,2.031147,3.3576357,6.5362535,7.355788,7.092376,2.0518534,2.5826392,2.987951,7.8050013,5.539477,8.967113,8.767269,7.2911563,4.8626676,4.603016,4.035975,2.3651593,6.329809,4.6473927,1.2470567,2.498437,6.700112,4.7085085,4.1683693,6.859602,3.615949,9.294848,6.9116883,4.8522205,8.722546
12029,-3.595993,4.684324,5.868761,5.543005,0.4394596,7.671481,7.663048,2.3421862,2.2473562,6.086956,1.5180117,3.0917878,7.250286,7.0980754,7.5702395,1.668417,3.381632,2.5841968,7.1542068,6.181024,8.26338,8.833265,7.656656,4.460746,5.3112197,3.5805478,2.7538605,6.227152,5.0186114,1.6664109,2.175053,7.2474093,4.6545954,4.5366077,6.8551645,3.2935965,8.559497,6.554058,5.022741,8.4312105
