gauge_id,umap_40d_dim_1,umap_40d_dim_2,umap_40d_dim_3,umap_40d_dim_4,umap_40d_dim_5,umap_40d_dim_6,umap_40d_dim_7,umap_40d_dim_8,umap_40d_dim_9,umap_40d_dim_10,umap_40d_dim_11,umap_40d_dim_12,umap_40d_dim_13,umap_40d_dim_14,umap_40d_dim_15,umap_40d_dim_16,umap_40d_dim_17,umap_40d_dim_18,umap_40d_dim_19,umap_40d_dim_20,umap_40d_dim_21,umap_40d_dim_22,umap_40d_dim_23,umap_40d_dim_24,umap_40d_dim_25,umap_40d_dim_26,umap_40d_dim_27,umap_40d_dim_28,umap_40d_dim_29,umap_40d_dim_30,umap_40d_dim_31,umap_40d_dim_32,umap_40d_dim_33,umap_40d_dim_34,umap_40d_dim_35,umap_40d_dim_36,umap_40d_dim_37,umap_40d_dim_38,umap_40d_dim_39,umap_40d_dim_40
4012,-3.4591103,4.6489096,5.9566736,5.4764447,0.85905135,7.136958,7.421517,2.193164,1.9501866,5.915398,1.4458182,3.4479618,7.1369476,7.3251023,7.5901895,1.6900094,3.632987,2.248394,7.2438865,5.46961,8.509618,8.801807,7.3758817,4.4990387,5.5679574,3.8112972,2.655013,6.2213607,5.187395,1.9704329,2.3593817,7.443611,4.449999,4.9531393,6.649407,2.8673217,8.356008,6.9692073,4.798023,8.297455
4013,-3.6113484,4.3780136,5.5479565,5.7671766,0.79150873,7.0231795,6.7700887,2.2230089,1.3204309,5.504018,1.0627304,3.4248004,7.5393324,7.1208043,7.984255,0.8148754,4.234595,1.8782828,7.187702,5.2692933,7.9922547,8.951233,7.6908417,4.034549,5.8047047,3.5839756,3.1493316,6.1177454,5.5957556,2.4046574,2.0452728,8.018378,4.4115663,5.3089643,6.683963,2.5970347,7.8874316,6.727551,4.855968,8.069931
4015,-3.6475906,4.383793,5.502613,5.7971444,0.78509176,6.966728,6.637832,2.2519379,1.1492475,5.38704,1.007256,3.4655652,7.594464,7.036117,8.08555,0.6260406,4.380899,1.8103139,7.2015705,5.1574326,7.9273252,8.949854,7.7802615,3.9578383,5.8938313,3.6022277,3.232208,6.0615516,5.6860824,2.4821894,2.0164592,8.107198,4.4393377,5.390969,6.6834373,2.5169032,7.731975,6.657455,4.860386,8.048096
4016,-3.6282206,4.413636,5.541014,5.7519374,0.8079209,6.9566565,6.6840897,2.2598376,1.200643,5.421279,1.0416152,3.5027273,7.554714,7.056632,8.060773,0.7105556,4.329959,1.8263978,7.227057,5.154061,7.9795346,8.939137,7.745131,3.998164,5.8865857,3.6371946,3.1845844,6.068208,5.663785,2.4492173,2.0438352,8.063446,4.447597,5.390419,6.676158,2.5150218,7.767558,6.693822,4.8379703,8.067309
4017,-3.4854703,4.3880033,5.900096,5.2656007,0.61988163,8.198062,8.091637,2.2803562,2.601486,6.741564,1.7655864,3.0911267,6.8688345,7.340045,7.1996226,2.0163884,2.8094702,2.8033817,7.4137244,5.897291,8.658928,8.917682,7.319033,4.7147584,4.700075,3.692109,2.5321105,6.399825,4.752292,1.4611295,2.2952209,6.984565,4.564299,4.2497845,6.8152337,3.5288363,9.210117,6.8610444,4.9997954,8.528607
4018,-3.4805105,4.611261,5.90301,5.554756,0.60321796,7.4767647,7.584903,2.2068539,2.2178547,6.0654116,1.4547825,3.149634,7.218302,7.2652235,7.5093927,1.7418821,3.4455414,2.4238813,7.1286383,5.9298944,8.358544,8.865209,7.4911885,4.4988456,5.3556185,3.6199722,2.6786559,6.2841196,5.0591354,1.7770106,2.2390304,7.3341026,4.5177402,4.7068744,6.7372427,3.1274364,8.571923,6.7585464,4.9508953,8.325586
4019,-3.510252,4.3786306,5.910194,5.1740704,0.6549028,8.309845,8.183111,2.325536,2.62162,6.847474,1.8532108,3.1406307,6.7731314,7.3406997,7.162575,2.044006,2.705787,2.8803885,7.5098457,5.8281054,8.745797,8.898383,7.2865996,4.7575417,4.609307,3.7547069,2.5033958,6.394198,4.703828,1.410829,2.3351505,6.9094934,4.584586,4.174747,6.841724,3.5869975,9.275011,6.8906364,4.9799604,8.592949
4021,-3.7459357,4.3318524,5.4920735,5.7745233,0.6344498,7.2942924,6.8886356,2.2686996,1.3582891,5.6393976,1.1375606,3.2906418,7.527447,6.973792,7.9885554,0.7356162,4.0836325,2.0754879,7.194246,5.471724,7.9050603,8.967872,7.8262796,3.9730527,5.6108823,3.503295,3.2604458,6.0897956,5.5165,2.3478146,1.9674077,7.9501786,4.5311294,5.064073,6.807553,2.8310862,8.001919,6.555857,4.96612,8.196143
4022,-3.4674168,4.6760125,5.969915,5.4409413,0.91890275,7.0811815,7.3861036,2.2094085,1.8567,5.8806167,1.4596065,3.539001,7.0996017,7.3059587,7.621742,1.655403,3.6723747,2.2228835,7.294761,5.3265815,8.556827,8.772249,7.3699903,4.49459,5.6187716,3.8867779,2.6584077,6.1872754,5.2156415,2.0056405,2.393674,7.456474,4.4612327,4.9975123,6.6333447,2.8126183,8.290225,6.994885,4.7612543,8.311694
4023,-3.50083,4.41318,5.724804,5.781585,0.76696205,6.969455,7.0050545,2.088386,1.6902566,5.6391234,1.135366,3.2901533,7.4706836,7.2865844,7.781441,1.2676648,4.0033736,1.9784738,7.0279226,5.524744,8.136876,8.932043,7.5157843,4.2327967,5.728832,3.5319197,2.951328,6.234037,5.401956,2.2831333,2.1221972,7.8482566,4.3336396,5.1785445,6.6408596,2.7002828,8.144487,6.8609834,4.8653173,8.074307
4024,-3.4584093,4.433852,5.8772,5.681591,0.48103005,7.6402187,7.652821,2.1059525,2.460905,6.234831,1.4095204,2.8929377,7.3001,7.2949038,7.411829,1.8791462,3.2756302,2.4722157,6.9539247,6.264806,8.296926,8.946178,7.4521875,4.5339994,5.1619163,3.405161,2.705302,6.392692,4.952235,1.7614284,2.12944,7.3480077,4.4637213,4.5545664,6.7231874,3.2587812,8.843615,6.7422843,5.060705,8.274374
4025,-3.5934231,4.3721967,5.6160994,5.789958,0.7396534,7.056683,6.921635,2.1558247,1.5239409,5.611867,1.1169397,3.3077466,7.5084524,7.1828356,7.8759027,1.0340585,4.0716195,1.9831561,7.086401,5.466542,8.033165,8.953173,7.6274905,4.1169763,5.708277,3.5197349,3.0785444,6.1808777,5.4729023,2.3407924,2.0606456,7.91868,4.3893857,5.1660967,6.7044716,2.7241058,8.056732,6.7587976,4.89285,8.101366
4026,-3.820651,4.2256284,5.545964,5.8644605,0.5938449,7.2864575,7.0025105,2.1441848,1.5522437,5.7726917,1.2012608,3.1946778,7.5242825,7.015159,7.9228687,0.9623099,3.8832192,2.1789927,7.019541,5.6320386,7.873587,8.99777,7.7621856,3.9855433,5.4933004,3.3361673,3.2968073,6.1358376,5.4002967,2.4188452,1.9017591,7.9437857,4.507683,4.9099493,6.9032273,2.9937708,8.212684,6.607982,5.0456977,8.267079
4028,-3.478501,4.717043,5.9853525,5.4471974,0.8956827,7.134954,7.485239,2.239892,1.9505845,5.9348435,1.513692,3.5158083,7.072359,7.3219295,7.5758963,1.7443064,3.603855,2.305151,7.2688217,5.3817697,8.583365,8.779237,7.361181,4.5329304,5.5440345,3.887529,2.613315,6.206394,5.174831,1.9450458,2.4192386,7.367128,4.469013,4.9170437,6.684328,2.8928852,8.349766,6.9843006,4.780615,8.353029
4030,-3.44368,4.613492,5.941517,5.541933,0.61453915,7.4798293,7.6342044,2.1779056,2.29061,6.107393,1.4698972,3.1322176,7.192188,7.307001,7.4587035,1.8274622,3.3930237,2.4321997,7.1170087,5.950049,8.404901,8.8646145,7.4449043,4.5478153,5.3266373,3.6235828,2.6236668,6.30959,5.024526,1.7450241,2.2653723,7.2969403,4.501016,4.695939,6.7107234,3.132698,8.63448,6.797458,4.9460588,8.321599
4031,-3.438357,4.425883,5.605957,5.6294136,0.96015245,7.0091467,6.9567223,2.2255745,1.5796018,5.676886,1.1442693,3.544401,7.3984947,7.4143343,7.785517,1.1245579,4.101647,1.8794069,7.267404,5.253091,8.172674,8.956887,7.433463,4.2186007,5.717699,3.6710799,2.8837874,6.254753,5.5132194,2.2260542,2.1730928,7.850318,4.2810545,5.362304,6.621265,2.5767536,8.054116,6.999348,4.7233696,8.042257
4032,-3.6593964,4.3348527,5.590196,5.815273,0.6868193,7.130698,6.943498,2.1581025,1.5180255,5.6496143,1.137601,3.250123,7.5175495,7.128148,7.890428,0.99859124,4.0208,2.0442257,7.064758,5.5381784,7.9818373,8.966699,7.675007,4.0743704,5.6460676,3.4694808,3.1453443,6.167911,5.4516296,2.3618217,2.0208561,7.922347,4.4248796,5.0736904,6.7650294,2.8102314,8.098745,6.704973,4.9406395,8.147657
4038,-3.461213,4.29324,5.822282,5.5741944,0.48452687,7.9455147,7.8399034,2.1151104,2.5867195,6.5314436,1.5109329,2.8532164,7.159396,7.3115234,7.2937136,1.9299841,3.0224404,2.6207564,7.0863314,6.1908402,8.387985,9.014729,7.400154,4.573804,4.8608465,3.4115338,2.6883857,6.4526677,4.851566,1.6609402,2.1155672,7.2440243,4.4961476,4.365334,6.7566104,3.4331992,9.121759,6.7745595,5.1091065,8.344538
4039,-3.5315387,4.440487,5.6635623,5.7278075,0.78621805,7.089611,7.074563,2.1690345,1.6844324,5.7174835,1.194415,3.3296292,7.4159083,7.3058233,7.7612343,1.2452157,3.955447,2.060213,7.0928707,5.522743,8.137043,8.937162,7.526563,4.2263017,5.6325154,3.576907,2.9362488,6.2391224,5.3901367,2.2121654,2.1419094,7.770021,4.358059,5.100965,6.699809,2.7877088,8.155685,6.8434324,4.854148,8.127393
4040,-3.4859848,4.4335833,5.642634,5.6579046,0.9135188,6.983586,6.9072165,2.2074306,1.4993855,5.6131773,1.1353493,3.5202317,7.4232206,7.296777,7.849568,1.0619124,4.1251855,1.874471,7.2422085,5.234528,8.15813,8.928031,7.50764,4.1876926,5.7808485,3.666791,2.9544299,6.191387,5.5202746,2.2851393,2.1529613,7.8931003,4.342557,5.3482,6.6180067,2.560765,8.004511,6.917421,4.7605257,8.065225
4041,-3.4787042,4.6942654,5.9844594,5.436957,0.8766192,7.148952,7.4613194,2.2230709,1.9318539,5.9329424,1.4967195,3.4946885,7.0843596,7.3002973,7.590054,1.7206533,3.6004322,2.2922468,7.279901,5.404177,8.56417,8.7719,7.3796844,4.518462,5.5579596,3.8726008,2.636287,6.194917,5.171885,1.9500247,2.3970718,7.394335,4.4831734,4.91612,6.6634603,2.8898478,8.350042,6.9654045,4.7888684,8.346238
4044,-3.775254,4.28944,5.4999595,5.7997603,0.5599425,7.4092045,6.945991,2.2373707,1.4292659,5.712801,1.1492976,3.2011912,7.5260215,6.9226584,7.9615226,0.7549283,4.003872,2.1510549,7.1593437,5.58072,7.8959894,8.968659,7.859103,3.974802,5.5264106,3.4528594,3.2967498,6.0969152,5.4488406,2.3139906,1.9268206,7.92599,4.5648427,4.971361,6.8064365,2.904598,8.083594,6.489533,5.0236206,8.220173
4047,-3.7641194,4.277687,5.516347,5.8340197,0.61707526,7.259069,6.9465833,2.1947076,1.4575624,5.691814,1.1601523,3.1868083,7.5378237,7.036554,7.9360433,0.8641976,3.9794044,2.1157863,7.0810347,5.6151776,7.883235,8.994167,7.7651315,3.985035,5.5590124,3.408329,3.259625,6.138194,5.453159,2.3955216,1.9572855,7.9453487,4.483752,4.9603124,6.8649616,2.9233024,8.127243,6.6146097,4.999777,8.213679
4048,-3.7687168,4.2957463,5.49504,5.813378,0.6135764,7.284991,6.959093,2.2319138,1.4427809,5.6930923,1.1740122,3.1801565,7.532063,7.0392866,7.9385304,0.8431134,3.9745018,2.129468,7.111005,5.637431,7.871856,8.998978,7.7754097,3.97746,5.5454245,3.4220474,3.2513022,6.135911,5.462559,2.3772874,1.971735,7.9245114,4.491073,4.9333205,6.893736,2.9514318,8.12555,6.6094713,4.9931407,8.22868
4049,-3.4704726,4.3140893,5.8355227,5.641402,0.47056645,7.8509417,7.7604475,2.0960658,2.5501711,6.4420877,1.4618739,2.8337522,7.234886,7.307361,7.3355985,1.9113328,3.101885,2.5637133,7.004703,6.2660055,8.33566,8.999266,7.414557,4.5541058,4.946483,3.3790812,2.7123816,6.4410005,4.879284,1.7104305,2.098089,7.300109,4.4684734,4.418242,6.748316,3.3784447,9.052156,6.7615085,5.105,8.307428
4050,-3.6510456,4.3859925,5.4027777,5.8593864,0.839423,6.7321143,6.3150363,2.3176794,0.77603,5.1137853,0.87875086,3.6149313,7.7307377,6.9281635,8.297468,0.31036288,4.757306,1.5710928,7.2073097,4.837179,7.7798147,8.957124,7.944193,3.8041532,6.120639,3.6368184,3.3755953,5.9585137,5.9367223,2.6451664,1.9853204,8.29639,4.4353523,5.672006,6.6391363,2.2470324,7.314879,6.6113663,4.8261447,7.9678836
4051,-3.453907,4.433952,5.8798685,5.693462,0.48643813,7.61304,7.635417,2.0968106,2.4529784,6.21629,1.3973017,2.8931544,7.3116746,7.3012457,7.4164114,1.8779577,3.293646,2.4545758,6.9396596,6.2654037,8.291229,8.945729,7.4472885,4.5318484,5.1812162,3.3996112,2.707024,6.393552,4.960381,1.7773293,2.1292841,7.3624315,4.4533415,4.5726814,6.7156067,3.2412355,8.829112,6.749829,5.056679,8.262818
4054,-3.4892523,4.2413526,5.812021,5.629023,0.49588427,7.9439054,7.787854,2.080656,2.5681045,6.5479803,1.4854802,2.8191967,7.2062383,7.3306046,7.301231,1.9214559,3.0220654,2.586977,7.0255756,6.2481356,8.363064,9.0257435,7.3608665,4.564036,4.8379154,3.367889,2.7265706,6.4686933,4.845166,1.720113,2.0803154,7.298088,4.4391165,4.361558,6.7628922,3.4174488,9.156711,6.81159,5.113741,8.313813
4055,-3.4320393,4.544217,5.927097,5.601396,0.5752142,7.5188293,7.64088,2.1278977,2.3621762,6.1521482,1.4387327,3.0330124,7.2324967,7.32178,7.4273496,1.8679743,3.3508222,2.4328165,7.039776,6.055863,8.370826,8.900365,7.4286957,4.5500937,5.2692924,3.539491,2.642395,6.350922,4.9956365,1.7584398,2.221831,7.3184886,4.470791,4.654774,6.702396,3.1678762,8.7165785,6.7949405,4.986731,8.288799
4056,-3.780128,4.278495,5.496781,5.825565,0.6006578,7.29779,6.9475994,2.2178574,1.438693,5.696786,1.1643441,3.1809673,7.53809,7.0106864,7.94802,0.82606524,3.980105,2.1313088,7.1036396,5.624304,7.8676505,8.995726,7.7931366,3.9684799,5.5425277,3.4118273,3.2771683,6.127254,5.4585066,2.3847816,1.9497597,7.94109,4.5039406,4.9426,6.8783493,2.9409208,8.12024,6.5847645,5.0072346,8.226456
4057,-3.4553912,4.4122806,5.640716,5.7103553,0.8617707,7.0204635,7.037707,2.166188,1.7248267,5.706882,1.1537893,3.4001813,7.424871,7.4168797,7.7376285,1.2802458,4.0110073,1.9678109,7.1181736,5.4898458,8.14463,8.964259,7.4466214,4.2491155,5.6652484,3.5715353,2.8811576,6.2795916,5.4337773,2.2101917,2.1465468,7.8008885,4.284955,5.2350016,6.646695,2.6860554,8.151833,6.9540124,4.7950354,8.063472
4060,-3.4714625,4.3802915,5.8787403,5.3627353,0.5673372,8.118118,8.011998,2.239124,2.6071665,6.6615705,1.6820725,3.0182848,6.96962,7.327717,7.236824,1.9967505,2.8920631,2.7451112,7.3077903,6.012515,8.564222,8.943238,7.354871,4.6726365,4.757375,3.6077695,2.5679305,6.4108825,4.7913795,1.5063766,2.2452936,7.0542216,4.5471644,4.2935076,6.796144,3.4974515,9.16628,6.8220267,5.0314455,8.471342
4061,-3.4629211,4.4071407,5.8708057,5.6602554,0.46652812,7.7210727,7.7074156,2.1104815,2.5068533,6.3082914,1.4380237,2.8704727,7.2712216,7.292586,7.382178,1.9055922,3.206089,2.5191324,6.97407,6.282917,8.316219,8.958102,7.4454546,4.54854,5.087171,3.4007723,2.6986074,6.4072495,4.9175253,1.7235674,2.1227493,7.3123064,4.476248,4.494703,6.736327,3.312316,8.917916,6.737605,5.0791416,8.295015
4062,-3.5264058,4.3776007,5.928845,5.074439,0.7049952,8.4070425,8.273881,2.3680534,2.6294441,6.9411664,1.9372201,3.1995268,6.669141,7.3533645,7.1209164,2.062251,2.6121469,2.941957,7.617711,5.7346253,8.845197,8.865099,7.2553806,4.8064303,4.538864,3.8319561,2.4696047,6.388474,4.6536975,1.3642769,2.3858395,6.8357053,4.607762,4.124492,6.858693,3.628185,9.335699,6.9262533,4.941261,8.647416
4063,-3.7668464,4.381813,5.4474006,5.70665,0.6348817,7.3667917,6.8873115,2.3685012,1.285013,5.636123,1.163401,3.365538,7.504685,6.923318,8.027992,0.62833536,4.118885,2.0952086,7.306216,5.4102025,7.896583,8.957338,7.886776,3.9495478,5.6005177,3.5662353,3.2653255,6.049492,5.5608883,2.296547,1.977306,7.919807,4.586382,5.073905,6.8332863,2.8416994,7.933362,6.506761,4.9442177,8.232689
4064,-3.4672902,4.3112044,5.849025,5.495644,0.5216072,8.024012,7.9124527,2.1544755,2.6068842,6.6041265,1.5817343,2.909712,7.0834475,7.3267913,7.261227,1.9749813,2.9530838,2.6699965,7.162808,6.1365104,8.468315,8.987281,7.3620625,4.6227612,4.8009653,3.482288,2.6396136,6.445898,4.8135924,1.603242,2.1629786,7.168714,4.501601,4.3262577,6.770593,3.4619288,9.166175,6.8092265,5.079624,8.390213
5001,-3.5288506,4.4093018,5.568604,5.718941,0.86411715,7.008265,6.857485,2.2097971,1.4394424,5.5756383,1.096335,3.4637465,7.478529,7.274226,7.885722,0.9412538,4.184112,1.8829052,7.2047873,5.2765636,8.066495,8.95122,7.571547,4.121179,5.7701135,3.6195323,3.019566,6.191793,5.5493693,2.3195748,2.1082475,7.938301,4.339317,5.327368,6.660515,2.5972521,7.955783,6.8440638,4.791949,8.049234
5002,-3.4919095,4.401519,5.5808225,5.71283,0.9487553,6.916845,6.7578626,2.2022383,1.3508289,5.5209637,1.0577654,3.535087,7.4927487,7.3255506,7.9192915,0.89490265,4.2691236,1.765707,7.254452,5.1335745,8.078904,8.946062,7.5184045,4.0959344,5.8522487,3.6581986,3.0294576,6.183847,5.606607,2.3762057,2.1212754,8.022591,4.2981873,5.448204,6.6134815,2.4803808,7.8881564,6.937313,4.7399554,8.001309
5004,-3.519891,4.73057,6.034868,5.569567,0.92672974,6.7936454,7.2627416,2.1646883,1.6875535,5.673116,1.4079815,3.5981457,7.1423173,7.2305646,7.73328,1.7117004,3.820098,2.176804,7.111906,5.169749,8.579545,8.71803,7.433852,4.464316,5.788309,3.9231322,2.7420936,6.1012754,5.2665787,2.1672845,2.4160988,7.5228467,4.470073,5.05813,6.62205,2.7259202,8.118455,6.9717,4.7816153,8.300143
5005,-3.4448416,4.4558806,5.739566,5.649844,0.86128485,7.005114,7.0718713,2.139422,1.7184646,5.7167115,1.1915048,3.4074392,7.384096,7.3651032,7.7280674,1.29047,3.9625568,1.9745777,7.1721234,5.4157114,8.233212,8.919459,7.4346795,4.2967186,5.6980453,3.6313567,2.8439438,6.261321,5.3942533,2.1926937,2.1911397,7.775762,4.319712,5.222586,6.6187234,2.673813,8.167303,6.9522424,4.7864895,8.085863
5007,-3.6323774,4.3596663,5.5523844,5.8326335,0.732803,6.999414,6.751378,2.1843865,1.3196478,5.4696045,1.0364388,3.344108,7.58519,7.083715,7.997763,0.8142848,4.2439513,1.8906821,7.1055346,5.336135,7.953779,8.953404,7.728147,4.019289,5.816554,3.5305064,3.1840825,6.1143417,5.585918,2.4431362,2.0186205,8.04247,4.4141335,5.2697535,6.6906285,2.6229985,7.8793883,6.6764674,4.901417,8.060374
5008,-3.462334,4.3923793,5.575965,5.702241,0.98772,6.898527,6.7319736,2.199847,1.3364147,5.5300198,1.0481135,3.5636637,7.4933596,7.364379,7.9036217,0.88817203,4.2944007,1.7185938,7.289584,5.088861,8.083535,8.955247,7.487589,4.0912704,5.860247,3.6685953,3.017618,6.213343,5.620752,2.3753688,2.1345663,8.047916,4.2559395,5.4898167,6.6028104,2.4479432,7.882826,6.9772077,4.7037826,7.972337
5010,-3.6412566,4.396131,5.469922,5.8310227,0.8118509,6.870671,6.490588,2.2661068,0.9980218,5.2577353,0.9388839,3.5192285,7.6522474,7.012164,8.171571,0.5002574,4.548302,1.6971142,7.2044697,5.0371494,7.873968,8.950936,7.8269553,3.8992689,6.0020323,3.6233683,3.2799845,6.022716,5.7905784,2.5578408,2.0075915,8.199289,4.4273896,5.509039,6.655715,2.4036539,7.559551,6.6453676,4.8376827,7.995772
5012,-3.4551165,4.4380393,5.626659,5.698184,1.0121356,6.8499713,6.7462797,2.2056258,1.3885399,5.4922814,1.0372735,3.6022825,7.4903126,7.350421,7.935479,0.9580567,4.2774014,1.7086569,7.2515993,5.0636744,8.125984,8.942139,7.480302,4.1036716,5.9056244,3.7091582,3.0081635,6.177851,5.6516213,2.4119015,2.1496065,8.041621,4.2821817,5.5169992,6.566012,2.415387,7.8728657,6.9945297,4.7002034,7.9732933
5013,-3.6427763,4.405826,5.4562216,5.840222,0.8250793,6.780716,6.411914,2.2847512,0.92122746,5.1906357,0.9086814,3.5799527,7.687018,6.977302,8.229667,0.44609183,4.6347537,1.637912,7.2015543,4.9400215,7.8454385,8.952267,7.867622,3.8683932,6.072458,3.6430886,3.3082187,6.0005975,5.850212,2.6002352,1.9968888,8.243394,4.433808,5.599392,6.6451826,2.3161702,7.4607906,6.6352634,4.8255734,7.981027
5014,-3.4129415,4.532174,5.894241,5.671675,0.8401718,6.871815,7.103,2.0542016,1.7679102,5.660206,1.2125326,3.3739135,7.35623,7.3244433,7.7119403,1.4521027,3.925091,1.9749868,7.0906444,5.403557,8.330914,8.851744,7.4118285,4.3718557,5.8016906,3.6674109,2.7966394,6.233727,5.3294306,2.2077146,2.2491186,7.742624,4.3355355,5.215523,6.563819,2.6345706,8.1838255,6.9621043,4.795212,8.096221
5015,-3.6074522,4.409187,5.5091662,5.768843,0.8920197,6.9093275,6.5981135,2.2276156,1.0511737,5.368424,1.0082549,3.5337718,7.549071,7.12566,8.065332,0.47651008,4.475147,1.7313734,7.2752366,5.016212,7.9678984,8.938253,7.706648,3.9681697,5.946202,3.6713722,3.1982758,6.0777164,5.7014947,2.4811287,2.0703216,8.131519,4.3806305,5.491278,6.660513,2.4296176,7.6706734,6.7537494,4.789867,8.015626
5017,-3.6694572,4.361992,5.4436717,5.844267,0.76709014,6.930377,6.523889,2.274961,1.0260184,5.2982645,0.9502869,3.4748583,7.663587,6.981259,8.16534,0.49886566,4.50038,1.746982,7.18458,5.0970316,7.844095,8.961458,7.8592715,3.8854241,5.9484544,3.5808694,3.3065414,6.025085,5.7681513,2.5450494,1.9792472,8.184575,4.444928,5.451888,6.683381,2.4607725,7.601402,6.606683,4.875189,8.020652
5018,-3.5690856,4.43378,5.5591435,5.7382073,0.91757625,6.885194,6.6546254,2.2155306,1.1422391,5.400514,1.0327246,3.5547414,7.51498,7.1721797,8.02095,0.62271404,4.405857,1.745399,7.27131,5.0292172,8.032321,8.927114,7.6473284,4.0253534,5.942962,3.6944482,3.1297433,6.100851,5.667338,2.446992,2.1031642,8.084843,4.366602,5.4867315,6.637193,2.429242,7.7304173,6.8063498,4.768876,8.016629
5021,-3.5333664,4.74526,6.0125012,5.5914345,0.94110215,6.751441,7.217538,2.1747267,1.6594523,5.6309905,1.3956907,3.606115,7.150761,7.2154765,7.762696,1.6928437,3.8698008,2.1608498,7.096483,5.152447,8.558401,8.716999,7.455466,4.4316454,5.819802,3.9305336,2.774106,6.088231,5.301999,2.2038743,2.416777,7.5468345,4.480146,5.080276,6.632966,2.7030447,8.085015,6.958791,4.7758636,8.303304
5022,-3.6201985,4.415966,5.5171537,5.7361455,0.9024149,6.941885,6.6425962,2.2367578,1.0409764,5.4067874,1.0479918,3.536821,7.5085835,7.118675,8.04014,0.45543993,4.4479666,1.7715708,7.307902,5.0115123,7.990216,8.931701,7.704768,3.9780362,5.9109845,3.6903148,3.197602,6.0800724,5.671777,2.4558446,2.0899918,8.094939,4.3946786,5.4517283,6.68133,2.4669127,7.6998277,6.7555685,4.7840924,8.051689
5023,-3.4702296,4.6217027,5.920735,5.5599084,0.89330053,6.956384,7.2240906,2.152224,1.74398,5.7487836,1.3419057,3.4857366,7.223662,7.291557,7.6980753,1.5194266,3.8258154,2.1034994,7.198135,5.308322,8.438543,8.80643,7.4168277,4.409131,5.7186403,3.8015933,2.7555022,6.189708,5.2909627,2.1318047,2.330516,7.6058097,4.4142632,5.100689,6.622005,2.7291667,8.190815,6.9637213,4.7758937,8.2195015
5024,-3.6255462,4.3712544,5.4540544,5.8211956,0.79330266,7.05042,6.6720967,2.2437813,1.2079008,5.42997,1.002176,3.4026842,7.5884,7.133445,8.029092,0.6626005,4.354078,1.8301826,7.2069545,5.237994,7.9007645,8.965254,7.7406173,3.9558387,5.8332872,3.578881,3.2007864,6.110098,5.663265,2.4284039,2.0232506,8.0864,4.380103,5.3548326,6.7002735,2.5764542,7.783814,6.6796527,4.8511934,8.020814
5025,-3.4321697,4.519729,5.8738947,5.519454,0.8567629,7.1107054,7.2035713,2.14279,1.7905893,5.8256373,1.3013746,3.4175727,7.2806234,7.2974963,7.6762204,1.35163,3.8010492,2.045661,7.300007,5.3893414,8.372683,8.855671,7.4064465,4.3919635,5.6605525,3.7178946,2.761417,6.2417436,5.294244,2.0861976,2.2589602,7.670804,4.392778,5.1350284,6.601467,2.7249942,8.266992,6.9535317,4.7749414,8.166677
5027,-3.4927106,4.4152746,5.651745,5.723965,0.84427637,6.985767,6.964555,2.158706,1.6077281,5.638349,1.1310014,3.403299,7.4516687,7.3265166,7.8031497,1.1680284,4.0691214,1.9374021,7.128158,5.4037056,8.131602,8.9460125,7.504497,4.2061777,5.7275834,3.5884318,2.944758,6.232342,5.4666634,2.2739508,2.1337996,7.861749,4.3198524,5.2566752,6.643026,2.6500385,8.075905,6.8966618,4.81058,8.062281
5028,-3.6334674,4.381174,5.5319695,5.784142,0.7793479,6.983225,6.7006426,2.2366483,1.2355326,5.4361286,1.032477,3.4436455,7.5720267,7.060529,8.042597,0.7337036,4.3049407,1.8467113,7.18436,5.2171674,7.963594,8.94819,7.7445803,3.99777,5.8580465,3.591427,3.194824,6.0812125,5.643001,2.4521306,2.0275302,8.064433,4.4355607,5.3490453,6.678926,2.5529585,7.806878,6.6811438,4.866184,8.06064
5029,-3.4541757,4.402933,5.5726438,5.6840196,0.9737719,6.9431605,6.79022,2.2081208,1.3988163,5.5686917,1.077448,3.535541,7.469961,7.3903775,7.8658442,0.92812556,4.2383294,1.7656909,7.2770658,5.136787,8.104884,8.956924,7.467751,4.129441,5.8182564,3.6559782,2.9734337,6.2335114,5.584077,2.3361611,2.1459944,7.9949512,4.2576237,5.4443192,6.613885,2.4964154,7.9300256,6.9855475,4.710115,7.9919076
6001,-3.5880222,4.882199,6.0462713,4.714172,0.9739501,8.089874,8.160238,2.6710005,1.9961154,6.648988,2.1116037,3.867267,6.409827,7.096356,7.427291,1.5925412,2.9924877,2.888025,8.113248,4.9522905,9.091771,8.58407,7.4594064,4.7511044,4.9223084,4.432425,2.36856,6.1131234,4.908014,1.3533288,2.7204413,6.7299504,4.9285026,4.43996,6.7717566,3.2851698,8.658905,6.8667736,4.6371713,8.850046
6006,-3.617657,4.91367,6.0031004,4.6583085,0.95711356,8.211503,8.194281,2.7643645,1.971791,6.685478,2.155069,3.9384828,6.3887258,7.064432,7.430052,1.5738125,2.938514,2.952216,8.213775,4.89581,9.104381,8.575365,7.484952,4.7377033,4.8652463,4.486226,2.36071,6.0794168,4.926606,1.293639,2.7173483,6.6821585,4.9651957,4.3889465,6.791631,3.348803,8.657147,6.818636,4.637679,8.912474
